type,obfuscated_package,obfuscated_class,meaningful_name,notes
class,com.corrodinggames.rts.game.units,o$4,UnitBehaviorEnum$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitBehaviorEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,o$5,UnitBehaviorEnum$5,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitBehaviorEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,r$1,UnitActionEnum$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitActionEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,r$2,UnitActionEnum$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitActionEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,r$3,UnitActionEnum$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitActionEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,r$4,UnitActionEnum$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitActionEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.game.units,y$1,UnitType$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.game.units.UnitType 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.game.units
class,com.corrodinggames.rts.gameFramework,am$1,GameRenderer$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GameRenderer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,am$2,GameRenderer$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GameRenderer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,ap$1,MusicPlayer$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.MusicPlayer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,ap$2,MusicPlayer$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.MusicPlayer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,at$1,MusicFolder$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.MusicFolder 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,at$2,MusicFolder$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.MusicFolder 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,at$3,MusicFolder$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.MusicFolder 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,f$a,GameRenderer$a,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GameRenderer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework.f,f$1,RateGameDialog$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.ui.RateGameDialog 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.ui
class,com.corrodinggames.rts.gameFramework.f,f$2,RateGameDialog$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.ui.RateGameDialog 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.ui
class,com.corrodinggames.rts.gameFramework.f,o$1,Minimap$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.ui.Minimap 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.ui
class,com.corrodinggames.rts.gameFramework.j,ad$1,NetEngine$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$2,NetEngine$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$3,NetEngine$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$4,NetEngine$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$5,NetEngine$5,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$5$1,NetEngine$5$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$6,NetEngine$6,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$7,NetEngine$7,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ad$8,NetEngine$8,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.NetEngine 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,af$1,UDPBroadcastListener$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.UDPBroadcastListener 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ai$1,GameModeEnum$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.GameModeEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ai$2,GameModeEnum$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.GameModeEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ai$3,GameModeEnum$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.GameModeEnum 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,ao$1,ServerListener$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.ServerListener 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,n$1,WebAPIClient$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.WebAPIClient 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework.j,q$1,ServerListLoader$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.network.ServerListLoader 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.network
class,com.corrodinggames.rts.gameFramework,l$1,GlobalState$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,l$2,GlobalState$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,l$2$1,GlobalState$2$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,l$2$2,GlobalState$2$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,l$3,GlobalState$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework,l$4,GlobalState$4,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.GlobalState 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework
class,com.corrodinggames.rts.gameFramework.utility,a$1,ANRError$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.utility.ANRError 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.utility
class,com.corrodinggames.rts.gameFramework.utility,d$1,ANRWatchdog$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.utility.ANRWatchdog 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.utility
class,com.corrodinggames.rts.gameFramework.utility,d$2,ANRWatchdog$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.utility.ANRWatchdog 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.utility
class,com.corrodinggames.rts.gameFramework.utility,d$3,ANRWatchdog$3,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.gameFramework.utility.ANRWatchdog 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.gameFramework.utility
class,com.corrodinggames.rts.java.c,b$1,SteamManager$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.java.input.SteamManager 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.java.input
class,com.corrodinggames.rts.java,i$1,DesktopPlatform$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.java.DesktopPlatform 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.java
class,com.corrodinggames.rts.java,i$2,DesktopPlatform$2,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.java.DesktopPlatform 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.java
class,com.corrodinggames.rts.java,u$1,DesktopGameContainer$1,Rule D (v19.87): $N 内部类继承外类名 (外类 com.corrodinggames.rts.java.DesktopGameContainer 已映射; 02↔03 方法指纹一致或 jar-only). real_pkg: com.corrodinggames.rts.java
class,a.a,b$1,ReliableServerSocket$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 network.reliableudp.ReliableServerSocket); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: network.reliableudp"
class,com.corrodinggames.rts.game.a.a,a$1,AIStrategy$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.game.ai.strategies.AIStrategy); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.game.ai.strategies"
class,com.corrodinggames.rts.game.units.custom,l$1,ModUnitRegistry$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.game.units.custom.ModUnitRegistry); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.game.units.custom"
class,com.corrodinggames.rts.game.units.g,a$1,UnitComponent$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.game.units.weapons.UnitComponent); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.game.units.weapons"
class,com.corrodinggames.rts.game.units,p$1,UnitQueryFilter$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.game.units.UnitQueryFilter); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.game.units"
class,com.corrodinggames.rts.gameFramework.b,ah$1,GLTexture$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.opengl.GLTexture); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.opengl"
class,com.corrodinggames.rts.gameFramework,br$1,ExtraManager$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.ExtraManager); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework"
class,com.corrodinggames.rts.gameFramework,bs$1,GamePhase$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.GamePhase); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework"
class,com.corrodinggames.rts.gameFramework,bs$2,GamePhase$2,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.GamePhase); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework"
class,com.corrodinggames.rts.gameFramework,bs$3,GamePhase$3,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.GamePhase); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework"
class,com.corrodinggames.rts.gameFramework,bs$4,GamePhase$4,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.GamePhase); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework"
class,com.corrodinggames.rts.gameFramework.f,al$1,UnitRenderer$1,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.ui.UnitRenderer); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.ui"
class,com.corrodinggames.rts.gameFramework.f,al$2,UnitRenderer$2,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.ui.UnitRenderer); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.ui"
class,com.corrodinggames.rts.gameFramework.f,al$3,UnitRenderer$3,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.ui.UnitRenderer); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.ui"
class,com.corrodinggames.rts.gameFramework.f,al$4,UnitRenderer$4,"Rule D (v19.87): $N 归属以 jar 类名为准 (外类 com.corrodinggames.rts.gameFramework.ui.UnitRenderer); 03 该位置文件指纹不一致, 疑错位, 待 R5 审计. real_pkg: com.corrodinggames.rts.gameFramework.ui"
