jar_fqn,status,file_03
com.corrodinggames.rts.gameFramework.aj,semantic-hit,com/corrodinggames/rts/gameFramework/AbstractInputConfig.java
com.corrodinggames.rts.gameFramework.ak,semantic-hit,com/corrodinggames/rts/gameFramework/NullInput.java
com.corrodinggames.rts.gameFramework.al,semantic-hit,com/corrodinggames/rts/gameFramework/DefaultInputConfig.java
com.corrodinggames.rts.gameFramework.am,semantic-hit,com/corrodinggames/rts/gameFramework/MusicController.java
com.corrodinggames.rts.gameFramework.am$1,semantic-inner,com/corrodinggames/rts/gameFramework/MusicController$1.java
com.corrodinggames.rts.gameFramework.am$2,semantic-inner,com/corrodinggames/rts/gameFramework/MusicController$2.java
com.corrodinggames.rts.gameFramework.an,semantic-hit,com/corrodinggames/rts/gameFramework/MusicFactory.java
com.corrodinggames.rts.gameFramework.ao,semantic-hit,com/corrodinggames/rts/gameFramework/GameInput.java
com.corrodinggames.rts.gameFramework.ap,semantic-hit,com/corrodinggames/rts/gameFramework/MusicPlayer.java
com.corrodinggames.rts.gameFramework.ap$1,semantic-hit,com/corrodinggames/rts/gameFramework/MusicPlayer$1.java
com.corrodinggames.rts.gameFramework.ap$2,semantic-hit,com/corrodinggames/rts/gameFramework/MusicPlayer$2.java
com.corrodinggames.rts.gameFramework.aq,semantic-hit,com/corrodinggames/rts/gameFramework/MusicPlayer.java
com.corrodinggames.rts.gameFramework.ar,semantic-hit,com/corrodinggames/rts/gameFramework/GameTimer.java
com.corrodinggames.rts.gameFramework.as,semantic-hit,com/corrodinggames/rts/gameFramework/PacketBuilder.java
com.corrodinggames.rts.gameFramework.at,semantic-hit,com/corrodinggames/rts/gameFramework/MusicFolder.java
com.corrodinggames.rts.gameFramework.at$1,inner-via-outer,com/corrodinggames/rts/game/units/at.java
com.corrodinggames.rts.gameFramework.at$2,inner-via-outer,com/corrodinggames/rts/game/units/at.java
com.corrodinggames.rts.gameFramework.at$3,inner-via-outer,com/corrodinggames/rts/game/units/at.java
com.corrodinggames.rts.gameFramework.au,semantic-hit,com/corrodinggames/rts/gameFramework/RenderThread.java
com.corrodinggames.rts.gameFramework.av,obf-hit,com/corrodinggames/rts/game/units/custom/av.java
com.corrodinggames.rts.gameFramework.aw,semantic-hit,com/corrodinggames/rts/gameFramework/TextPacketBuilder.java
com.corrodinggames.rts.gameFramework.ax,semantic-hit,com/corrodinggames/rts/gameFramework/ReplayRecorder.java
com.corrodinggames.rts.gameFramework.ay,semantic-hit,com/corrodinggames/rts/gameFramework/Sprite.java
com.corrodinggames.rts.gameFramework.az,semantic-hit,com/corrodinggames/rts/gameFramework/SpriteBase.java
com.corrodinggames.rts.gameFramework.b,semantic-hit,com/corrodinggames/rts/gameFramework/CollisionGroup.java
com.corrodinggames.rts.gameFramework.b.a,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLBatchBase.java
com.corrodinggames.rts.gameFramework.b.a.a,obf-hit,com/a/a/a/a.java
com.corrodinggames.rts.gameFramework.b.a.a.a,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/batch/resources/GLResourceBase.java
com.corrodinggames.rts.gameFramework.b.a.a.b,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLTexture.java
com.corrodinggames.rts.gameFramework.b.a.b,obf-hit,com/corrodinggames/rts/game/units/custom/actions/b.java
com.corrodinggames.rts.gameFramework.b.a.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.gameFramework.b.a.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.gameFramework.b.a.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.b.a.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.gameFramework.b.a.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.gameFramework.b.aa,obf-hit,com/corrodinggames/rts/game/units/custom/aa.java
com.corrodinggames.rts.gameFramework.b.ab,obf-hit,com/corrodinggames/rts/game/units/custom/ab.java
com.corrodinggames.rts.gameFramework.b.ac,obf-hit,com/corrodinggames/rts/game/units/custom/ac.java
com.corrodinggames.rts.gameFramework.b.ad,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/FramebufferTexture.java
com.corrodinggames.rts.gameFramework.b.ae,obf-hit,com/corrodinggames/rts/game/units/custom/ae.java
com.corrodinggames.rts.gameFramework.b.af,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/BlendMode.java
com.corrodinggames.rts.gameFramework.b.ag,obf-hit,com/corrodinggames/rts/gameFramework/opengl/ag.java
com.corrodinggames.rts.gameFramework.b.ah,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLTexture.java
com.corrodinggames.rts.gameFramework.b.ah$1,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLTexture$1.java
com.corrodinggames.rts.gameFramework.b.ai,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/TextureConfig.java
com.corrodinggames.rts.gameFramework.b.aj,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/DrawCall.java
com.corrodinggames.rts.gameFramework.b.ak,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/ShaderHandles.java
com.corrodinggames.rts.gameFramework.b.al,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/DrawCallBuffer.java
com.corrodinggames.rts.gameFramework.b.b,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLObject.java
com.corrodinggames.rts.gameFramework.b.c,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/DefaultBlendMode.java
com.corrodinggames.rts.gameFramework.b.d,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/SpriteShader.java
com.corrodinggames.rts.gameFramework.b.e,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/BitmapTexture.java
com.corrodinggames.rts.gameFramework.b.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.gameFramework.b.f$1,obf-inner,com/corrodinggames/rts/game/units/custom/anim/f$1.java
com.corrodinggames.rts.gameFramework.b.g,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/CircleShader.java
com.corrodinggames.rts.gameFramework.b.h,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/ShaderSource.java
com.corrodinggames.rts.gameFramework.b.i,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/BlurEffect.java
com.corrodinggames.rts.gameFramework.b.j,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/BlendCallback.java
com.corrodinggames.rts.gameFramework.b.k,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/k.java
com.corrodinggames.rts.gameFramework.b.l,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/TransformCallback.java
com.corrodinggames.rts.gameFramework.b.m,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/ShaderBinder.java
com.corrodinggames.rts.gameFramework.b.n,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLRenderer.java
com.corrodinggames.rts.gameFramework.b.o,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/AttributeLocation.java
com.corrodinggames.rts.gameFramework.b.p,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/BatchEntry.java
com.corrodinggames.rts.gameFramework.b.q,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLUniform.java
com.corrodinggames.rts.gameFramework.b.r,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/DrawRegion.java
com.corrodinggames.rts.gameFramework.b.s,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/UniformLocation.java
com.corrodinggames.rts.gameFramework.b.t,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/GLTextureGenerator.java
com.corrodinggames.rts.gameFramework.b.u,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/TextureIdProvider.java
com.corrodinggames.rts.gameFramework.b.v,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/LineStyle.java
com.corrodinggames.rts.gameFramework.b.w,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/IntStack.java
com.corrodinggames.rts.gameFramework.b.x,obf-hit,com/corrodinggames/rts/gameFramework/opengl/x.java
com.corrodinggames.rts.gameFramework.b.y,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/DrawBatch.java
com.corrodinggames.rts.gameFramework.b.z,semantic-hit,com/corrodinggames/rts/gameFramework/opengl/ShaderLayout.java
com.corrodinggames.rts.gameFramework.ba,semantic-hit,com/corrodinggames/rts/gameFramework/ReplayEngine.java
com.corrodinggames.rts.gameFramework.bb,semantic-hit,com/corrodinggames/rts/gameFramework/BackgroundWriter.java
com.corrodinggames.rts.gameFramework.bc,semantic-hit,com/corrodinggames/rts/gameFramework/GameEvent.java
com.corrodinggames.rts.gameFramework.bd,semantic-hit,com/corrodinggames/rts/gameFramework/DataBlock.java
com.corrodinggames.rts.gameFramework.be,semantic-hit,com/corrodinggames/rts/gameFramework/SaveFileHandler.java
com.corrodinggames.rts.gameFramework.bf,semantic-hit,com/corrodinggames/rts/gameFramework/UnitGroup.java
com.corrodinggames.rts.gameFramework.bg,semantic-hit,com/corrodinggames/rts/gameFramework/StatsManager.java
com.corrodinggames.rts.gameFramework.bh,semantic-hit,com/corrodinggames/rts/gameFramework/StatsSample.java
com.corrodinggames.rts.gameFramework.bi,semantic-hit,com/corrodinggames/rts/gameFramework/StatsTimeline.java
com.corrodinggames.rts.gameFramework.bj,semantic-hit,com/corrodinggames/rts/gameFramework/StatsCategory.java
com.corrodinggames.rts.gameFramework.bk,semantic-hit,com/corrodinggames/rts/gameFramework/StatsCallback.java
com.corrodinggames.rts.gameFramework.bl,semantic-hit,com/corrodinggames/rts/gameFramework/PeriodicTimer.java
com.corrodinggames.rts.gameFramework.bm,semantic-hit,com/corrodinggames/rts/gameFramework/GameTimerTask.java
com.corrodinggames.rts.gameFramework.bn,semantic-hit,com/corrodinggames/rts/gameFramework/StatsHistory.java
com.corrodinggames.rts.gameFramework.bo,semantic-hit,com/corrodinggames/rts/gameFramework/StatsRecord.java
com.corrodinggames.rts.gameFramework.bp,semantic-hit,com/corrodinggames/rts/gameFramework/Attachment.java
com.corrodinggames.rts.gameFramework.bq,semantic-hit,com/corrodinggames/rts/gameFramework/BaseGameObject.java
com.corrodinggames.rts.gameFramework.br,semantic-hit,com/corrodinggames/rts/gameFramework/ExtraManager.java
com.corrodinggames.rts.gameFramework.br$1,semantic-hit,com/corrodinggames/rts/gameFramework/ExtraManager$1.java
com.corrodinggames.rts.gameFramework.bs,semantic-hit,com/corrodinggames/rts/gameFramework/GamePhase.java
com.corrodinggames.rts.gameFramework.bs$1,inner-via-semantic,com/corrodinggames/rts/gameFramework/GamePhase.java
com.corrodinggames.rts.gameFramework.bs$2,inner-via-semantic,com/corrodinggames/rts/gameFramework/GamePhase.java
com.corrodinggames.rts.gameFramework.bs$3,inner-via-semantic,com/corrodinggames/rts/gameFramework/GamePhase.java
com.corrodinggames.rts.gameFramework.bs$4,inner-via-semantic,com/corrodinggames/rts/gameFramework/GamePhase.java
com.corrodinggames.rts.gameFramework.bt,semantic-hit,com/corrodinggames/rts/gameFramework/PerformanceTimer.java
com.corrodinggames.rts.gameFramework.bu,semantic-hit,com/corrodinggames/rts/gameFramework/FrameCounter.java
com.corrodinggames.rts.gameFramework.c,semantic-hit,com/corrodinggames/rts/gameFramework/CommandController.java
com.corrodinggames.rts.gameFramework.c.a,semantic-hit,com/corrodinggames/rts/gameFramework/commands/DebugServer.java
com.corrodinggames.rts.gameFramework.c.b,semantic-hit,com/corrodinggames/rts/gameFramework/commands/DebugSession.java
com.corrodinggames.rts.gameFramework.c.c,semantic-hit,com/corrodinggames/rts/gameFramework/commands/DebugMonitorTask.java
com.corrodinggames.rts.gameFramework.d,semantic-hit,com/corrodinggames/rts/gameFramework/CommandPathPart.java
com.corrodinggames.rts.gameFramework.d.a,semantic-hit,com/corrodinggames/rts/gameFramework/effects/GameHUD.java
com.corrodinggames.rts.gameFramework.d.b,semantic-hit,com/corrodinggames/rts/gameFramework/effects/CloudRenderer.java
com.corrodinggames.rts.gameFramework.d.c,semantic-hit,com/corrodinggames/rts/gameFramework/effects/HUDManager.java
com.corrodinggames.rts.gameFramework.d.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.gameFramework.d.e,semantic-hit,com/corrodinggames/rts/gameFramework/effects/HUDElement.java
com.corrodinggames.rts.gameFramework.d.f,semantic-hit,com/corrodinggames/rts/gameFramework/effects/DrawEffect.java
com.corrodinggames.rts.gameFramework.d.g,semantic-hit,com/corrodinggames/rts/gameFramework/effects/HUDElementRenderer.java
com.corrodinggames.rts.gameFramework.d.h,semantic-hit,com/corrodinggames/rts/gameFramework/effects/DrawLayer.java
com.corrodinggames.rts.gameFramework.e,semantic-hit,com/corrodinggames/rts/gameFramework/Command.java
com.corrodinggames.rts.gameFramework.e.a,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/FileLoader.java
com.corrodinggames.rts.gameFramework.e.b,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/FileAccessFlags.java
com.corrodinggames.rts.gameFramework.e.c,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/StorageBackend.java
com.corrodinggames.rts.gameFramework.e.d,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/PathStorage.java
com.corrodinggames.rts.gameFramework.e.e,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/DualStorage.java
com.corrodinggames.rts.gameFramework.e.f,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/NullStorage.java
com.corrodinggames.rts.gameFramework.e.g,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/FilePathSanitizer.java
com.corrodinggames.rts.gameFramework.e.h,semantic-hit,com/corrodinggames/rts/gameFramework/filesystem/InputStreamHolder.java
com.corrodinggames.rts.gameFramework.f,semantic-hit,com/corrodinggames/rts/gameFramework/GameUtils.java
com.corrodinggames.rts.gameFramework.f$a,semantic-inner,com/corrodinggames/rts/gameFramework/GameUtils$a.java
com.corrodinggames.rts.gameFramework.f.a,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ActionPanel.java
com.corrodinggames.rts.gameFramework.f.a.a,semantic-hit,com/corrodinggames/rts/gameFramework/ui/panels/UIElementBase.java
com.corrodinggames.rts.gameFramework.f.a.b,obf-hit,com/corrodinggames/rts/game/units/custom/actions/b.java
com.corrodinggames.rts.gameFramework.f.a.c,obf-hit,com/corrodinggames/rts/game/units/custom/actions/c.java
com.corrodinggames.rts.gameFramework.f.a.d,obf-hit,com/corrodinggames/rts/game/units/commands/slots/d.java
com.corrodinggames.rts.gameFramework.f.a.e,obf-hit,com/corrodinggames/librocket/e.java
com.corrodinggames.rts.gameFramework.f.a.f,obf-hit,com/corrodinggames/rts/game/units/commands/slots/f.java
com.corrodinggames.rts.gameFramework.f.a.f$1,obf-inner,com/corrodinggames/rts/game/units/custom/anim/f$1.java
com.corrodinggames.rts.gameFramework.f.a.g,obf-hit,com/corrodinggames/rts/game/units/commands/slots/g.java
com.corrodinggames.rts.gameFramework.f.a.h,semantic-hit,com/corrodinggames/rts/gameFramework/ui/panels/ChatPanel.java
com.corrodinggames.rts.gameFramework.f.a.i,obf-hit,com/corrodinggames/rts/game/units/custom/actions/base/i.java
com.corrodinggames.rts.gameFramework.f.a.j,semantic-hit,com/corrodinggames/rts/gameFramework/ui/panels/LeaderboardPanel.java
com.corrodinggames.rts.gameFramework.f.a.k,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ActionPanel.java
com.corrodinggames.rts.gameFramework.f.a.l,semantic-hit,com/corrodinggames/rts/gameFramework/ui/UnitInfoPanel.java
com.corrodinggames.rts.gameFramework.f.a.m,obf-hit,com/corrodinggames/rts/gameFramework/ui/panels/m.java
com.corrodinggames.rts.gameFramework.f.a.n,semantic-hit,com/corrodinggames/rts/gameFramework/ui/panels/MinimapPanel.java
com.corrodinggames.rts.gameFramework.f.aa,semantic-hit,com/corrodinggames/rts/gameFramework/ui/LineGraphStyle.java
com.corrodinggames.rts.gameFramework.f.ab,semantic-hit,com/corrodinggames/rts/gameFramework/ui/StatsGraph.java
com.corrodinggames.rts.gameFramework.f.ac,obf-hit,com/corrodinggames/rts/game/units/custom/ac.java
com.corrodinggames.rts.gameFramework.f.ad,semantic-hit,com/corrodinggames/rts/gameFramework/ui/IntArray.java
com.corrodinggames.rts.gameFramework.f.ae,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ThemeColors.java
com.corrodinggames.rts.gameFramework.f.af,obf-hit,com/corrodinggames/rts/game/units/custom/af.java
com.corrodinggames.rts.gameFramework.f.ag,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ThemePaint.java
com.corrodinggames.rts.gameFramework.f.ah,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ThemeColorEntry.java
com.corrodinggames.rts.gameFramework.f.ai,semantic-hit,com/corrodinggames/rts/gameFramework/ui/ThemeFontEntry.java
com.corrodinggames.rts.gameFramework.f.aj,semantic-hit,com/corrodinggames/rts/gameFramework/ui/UnitInfoPanel.java
com.corrodinggames.rts.gameFramework.f.ak,obf-hit,com/corrodinggames/rts/game/units/custom/ak.java
com.corrodinggames.rts.gameFramework.f.al,semantic-hit,com/corrodinggames/rts/gameFramework/ui/UnitRenderer.java
com.corrodinggames.rts.gameFramework.f.al$1,semantic-hit,com/corrodinggames/rts/gameFramework/ui/UnitRenderer$1.java
com.corrodinggames.rts.gameFramework.f.al$2,semantic-hit,com/corrodinggames/rts/gameFramework/ui/UnitRenderer$2.java
